trial,condition,presented_words,recalled_words
1,normal,"['mask', 'wife', 'land', 'pipe', 'face', 'chin', 'belt', 'bush', 'boot', 'rock', 'loaf', 'dock', 'folk', 'wrap', 'game']","['mask', 'wife', 'land', 'pipe', 'game', 'dog', 'man', 'pibe']"
2,normal,"['path', 'dude', 'flag', 'bean', 'loaf', 'sock', 'lark', 'brat', 'dust', 'snow', 'pipe', 'hero', 'head', 'goat', 'bowl']","['path', 'bean', 'goat', 'head', 'life', 'boat', 'land', 'wife', 'hand', 'man']"
3,normal,"['crab', 'mama', 'hair', 'tree', 'rock', 'peak', 'lamp', 'town', 'wave', 'crow', 'head', 'drum', 'hero', 'wife', 'flag']","['crab', 'wife', 'drum', 'flag', 'mama', 'leaf', 'boat', 'hat']"
4,normal,"['road', 'face', 'lock', 'dude', 'roof', 'peak', 'door', 'farm', 'bear', 'tent', 'seal', 'ball', 'head', 'park', 'sock']","['farm', 'bear', 'sent', 'sock', 'tent', 'seal', 'mama', 'wife', 'boat', 'bean']"
5,normal,"['beef', 'seat', 'rain', 'peer', 'soup', 'park', 'hill', 'taco', 'gnat', 'cake', 'lord', 'frog', 'coin', 'nail', 'soil']","['beef', 'seat', 'rain', 'nail', 'coin', 'beer', 'cake', 'snail', 'taco']"
6,fast,"['film', 'belt', 'rope', 'bull', 'pals', 'baby', 'meat', 'moon', 'star', 'goat', 'wrap', 'crew', 'papa', 'mule', 'bear']","['film', 'papa', 'crew', 'bear', 'movie', 'belt', 'baby']"
7,fast,"['pear', 'nail', 'mole', 'drum', 'beer', 'bowl', 'gnat', 'foot', 'lips', 'wrap', 'vest', 'calf', 'crab', 'note', 'lady']","['pear', 'nail', 'crab', 'mole', 'note', 'lady', 'bear']"
8,fast,"['farm', 'tide', 'crew', 'folk', 'chin', 'tent', 'taco', 'rock', 'fire', 'snow', 'lamp', 'peak', 'game', 'bell', 'plum']","['farm', 'tace', 'crew', 'game', 'peak', 'mole', 'taco']"
9,fast,"['foot', 'head', 'papa', 'bike', 'belt', 'toad', 'fork', 'fire', 'folk', 'wine', 'city', 'goat', 'dune', 'hand', 'wolf']","['foot', 'food', 'head', 'papa', 'bike', 'fire', 'wine']"
10,fast,"['fish', 'chef', 'pear', 'corn', 'rope', 'snow', 'mole', 'kite', 'lion', 'milk', 'skin', 'king', 'crow', 'film', 'game']","['fish', 'snow', 'peark', 'pear', 'king', 'mole']"
11,math,"['pals', 'card', 'lark', 'hero', 'brat', 'cola', 'foot', 'nail', 'head', 'maid', 'lake', 'baby', 'pond', 'cave', 'yard']","['card', 'lard', 'yard', 'lake', 'head', 'woman', 'bike']"
12,math,"['soil', 'pita', 'wire', 'clam', 'head', 'chin', 'skin', 'rice', 'hill', 'pals', 'wave', 'lips', 'hero', 'lord', 'sofa']","['spin', 'chin', 'piza', 'lord', 'clam', 'pita']"
13,math,"['shop', 'baby', 'sock', 'rock', 'bear', 'salt', 'nerd', 'crew', 'lamb', 'hill', 'tree', 'soda', 'king', 'park', 'dust']","['sock', 'rock', 'soda', 'soil', 'pita', 'king', 'clam']"
14,math,"['rock', 'peer', 'kite', 'bear', 'guru', 'corn', 'town', 'bean', 'ball', 'carp', 'lion', 'worm', 'roof', 'face', 'lips']","['rock', 'sock', 'pizza', 'lips', 'face', 'soil', 'king']"
15,math,"['mine', 'clam', 'nerd', 'deer', 'flag', 'barn', 'tree', 'tide', 'soup', 'mall', 'baby', 'duck', 'goat', 'cake', 'salt']","['mine', 'deer', 'salt', 'duck', 'soup', 'cake', 'rock', 'baby']"
16,break,"['rock', 'head', 'clip', 'shop', 'rain', 'peak', 'girl', 'vest', 'cake', 'mama', 'cart', 'taco', 'boar', 'drum', 'belt']","['rock', 'girl', 'head', 'clip', 'rain', 'taco', 'mama', 'pea', 'pear']"
17,break,"['seat', 'soda', 'mole', 'twin', 'hand', 'flag', 'face', 'mate', 'mine', 'chin', 'door', 'rock', 'belt', 'chip', 'peak']","['mine', 'twin', 'soda', 'chip', 'seat', 'hand', 'peak']"
18,break,"['town', 'baby', 'peer', 'king', 'plum', 'duck', 'tool', 'cola', 'mask', 'crow', 'sand', 'girl', 'pita', 'lark', 'mine']","['king', 'duck', 'cola', 'mine', 'crown', 'baby', 'crow', 'town']"
19,break,"['plum', 'cart', 'goat', 'seat', 'barn', 'lock', 'wire', 'boar', 'rain', 'coin', 'wife', 'wrap', 'crab', 'shed', 'mask']","['goat', 'coin', 'wife', 'cart', 'shed', 'break', 'deer', 'hand', 'town', 'break']"
20,break,"['bean', 'wolf', 'wrap', 'yard', 'lock', 'nose', 'beer', 'boot', 'bowl', 'film', 'mule', 'flag', 'fern', 'book', 'roof']","['flag', 'mule', 'book', 'roof', 'bean', 'wrap']"
21,normal,"['port', 'soup', 'dust', 'worm', 'gulf', 'frog', 'nail', 'twin', 'mule', 'baby', 'plum', 'peer', 'hawk', 'lock', 'snow']","['port', 'lock', 'soup']"
22,normal,"['goat', 'deer', 'farm', 'snow', 'taco', 'bowl', 'rope', 'loaf', 'pond', 'crow', 'cave', 'shed', 'tuna', 'door', 'girl']","['deer', 'goat', 'farm', 'taco', 'bowl', 'shed', 'girl', 'tuna', 'cave']"
23,normal,"['cola', 'tree', 'nerd', 'lion', 'moon', 'fern', 'road', 'belt', 'gnat', 'door', 'toad', 'land', 'mate', 'ball', 'seal']","['seal', 'nerd', 'tree', 'cola', 'lion', 'seal', 'door', 'land', 'road']"
24,normal,"['note', 'beef', 'twin', 'mist', 'cola', 'city', 'skin', 'boar', 'face', 'roof', 'wall', 'rain', 'wave', 'bowl', 'land']","['land', 'bowl', 'twin', 'cola', 'notes', 'note', 'mist', 'rain', 'roof', 'wall', 'land']"
25,normal,"['boss', 'soda', 'town', 'lark', 'hand', 'seat', 'diva', 'shop', 'desk', 'wave', 'neck', 'tool', 'crab', 'plum', 'fish']","['crab', 'fish', 'plum', 'boss', 'desk', 'seat', 'soda', 'diva', 'shop', 'hand', 'tool', 'lark']"
26,normal,"['bowl', 'foot', 'sofa', 'clip', 'moon', 'crab', 'fire', 'desk', 'twin', 'hand', 'farm', 'door', 'drum', 'frog', 'town']","['town', 'frog', 'drum', 'desk', 'sofa', 'feet', 'bowl', 'clip', 'moon', 'fire', 'crab', 'door']"
27,normal,"['calf', 'fern', 'lark', 'pipe', 'maid', 'dune', 'toad', 'skin', 'milk', 'hill', 'belt', 'path', 'reef', 'vest', 'goat']","['vest', 'goat', 'calf', 'lark', 'pipe', 'maid', 'skin', 'milk', 'belt', 'path', 'road']"
28,normal,"['papa', 'soup', 'goat', 'film', 'shop', 'bull', 'bean', 'roof', 'lion', 'seat', 'carp', 'pond', 'boot', 'wave', 'swan']","['wave', 'swan', 'papa', 'soup', 'bull', 'bean', 'roof', 'boot']"
29,normal,"['seat', 'game', 'star', 'folk', 'fork', 'hill', 'bean', 'card', 'tide', 'crew', 'rain', 'film', 'dust', 'isle', 'belt']","['belt', 'isle', 'dust', 'seat', 'game', 'fork', 'bean', 'folk', 'crew', 'isle', 'tide', 'rain']"
30,normal,"['clan', 'rope', 'ring', 'tree', 'swan', 'hero', 'snow', 'twin', 'farm', 'film', 'town', 'reef', 'mall', 'rock', 'girl']","['rock', 'girl', 'farm', 'swan', 'hero', 'rope', 'clan', 'rope', 'white']"
31,normal,"['chin', 'dune', 'bean', 'moon', 'sofa', 'bowl', 'wrap', 'deer', 'yard', 'mole', 'chef', 'boot', 'lamb', 'card', 'salt']","['salt', 'bean', 'chef', 'salt', 'card', 'mole', 'goat']"
32,normal,"['hill', 'yard', 'lake', 'nail', 'king', 'road', 'crab', 'beer', 'gnat', 'rain', 'hare', 'lord', 'sand', 'lips', 'fern']","['fern', 'lips', 'hill', 'king', 'rain', 'fern', 'yard', 'lord']"
33,normal,"['guru', 'fire', 'mask', 'game', 'papa', 'road', 'lady', 'sofa', 'park', 'door', 'lake', 'barn', 'wave', 'tent', 'nerd']","['nerd', 'telt', 'guru', 'fire', 'road', 'mask', 'lady', 'sofa', 'park', 'door', 'lake']"
34,normal,"['skin', 'bike', 'cart', 'pita', 'shoe', 'lamb', 'bear', 'boar', 'lady', 'wall', 'team', 'pipe', 'mole', 'folk', 'frog']","['boar', 'beer', 'frog', 'mole', 'wall', 'lady', 'cart', 'skin', 'pita', 'shoe', 'road']"
35,normal,"['folk', 'park', 'boss', 'dove', 'lake', 'gnat', 'nose', 'worm', 'desk', 'wolf', 'kite', 'toad', 'gulf', 'mama', 'wind']","['wind', 'mama', 'park', 'folk', 'nose', 'worm', 'lake', 'wolf', 'desk', 'duck', 'dove']"
36,normal,"['meat', 'cake', 'dune', 'cola', 'loaf', 'wine', 'fern', 'tree', 'bear', 'mole', 'crow', 'hero', 'mask', 'coin', 'card']","['card', 'coin', 'hero', 'bear', 'crow', 'mole', 'mask', 'wine', 'cake', 'meat']"
37,normal,"['nose', 'farm', 'dust', 'belt', 'girl', 'loaf', 'tool', 'beer', 'maid', 'hare', 'path', 'yard', 'snow', 'dove', 'cart']","['cart', 'dove', 'farm', 'belt', 'loaf', 'nose', 'maid', 'girl', 'dust', 'snow']"
38,normal,"['wire', 'pipe', 'fire', 'dove', 'tent', 'soda', 'nail', 'shed', 'rice', 'pear', 'note', 'soil', 'game', 'belt', 'clan']","['clan', 'belt', 'fire', 'wire', 'dove', 'tent', 'game']"
39,normal,"['note', 'clam', 'vest', 'baby', 'meat', 'dove', 'belt', 'folk', 'crab', 'cake', 'stew', 'toad', 'yard', 'hill', 'rock']","['rock', 'baby', 'belt', 'yard', 'note', 'belt', 'crab', 'dove', 'meat']"
40,normal,"['wrap', 'game', 'star', 'wife', 'hawk', 'boar', 'lips', 'crew', 'nose', 'meat', 'sock', 'dust', 'book', 'wine', 'lady']","['lady', 'game', 'wrap', 'hawk', 'boar', 'wife', 'wine', 'nose', 'lips', 'book']"
41,fast,"['lark', 'soda', 'stew', 'roll', 'meat', 'lamb', 'beer', 'foot', 'brat', 'game', 'corn', 'crab', 'coin', 'goat', 'shoe']","['shoe', 'meat', 'crab', 'lark', 'coin', 'soda']"
42,fast,"['bowl', 'door', 'barn', 'coat', 'belt', 'yard', 'pony', 'lock', 'lamb', 'boar', 'papa', 'ring', 'wine', 'rain', 'cave']","['cave', 'papa', 'wine', 'belt', 'yard', 'farm', 'road', 'pony']"
43,fast,"['folk', 'mist', 'roll', 'film', 'chef', 'toad', 'mall', 'bear', 'mama', 'seal', 'diva', 'girl', 'park', 'cave', 'nerd']","['nerd', 'diva', 'park', 'girl', 'mama', 'road']"
44,fast,"['folk', 'taco', 'lake', 'wine', 'calf', 'tent', 'lock', 'door', 'dude', 'plum', 'salt', 'foot', 'desk', 'ring', 'film']","['film', 'ring', 'plum', 'desk', 'tent']"
45,fast,"['mask', 'goat', 'park', 'drum', 'hare', 'wolf', 'barn', 'nose', 'star', 'dust', 'gnat', 'road', 'shoe', 'soda', 'bike']","['bike', 'shoe', 'mask', 'goat', 'barn', 'goat', 'boar']"
46,fast,"['guru', 'port', 'chip', 'corn', 'lord', 'bowl', 'duck', 'lips', 'bull', 'tool', 'belt', 'isle', 'roll', 'crew', 'book']","['book', 'guru', 'isle', 'chip']"
47,fast,"['game', 'chef', 'back', 'fish', 'card', 'fire', 'head', 'dove', 'mall', 'pony', 'isle', 'clan', 'ball', 'fork', 'mist']","['fork', 'isle', 'game', 'chef', 'boss']"
48,fast,"['crab', 'mall', 'wall', 'cave', 'seal', 'taco', 'goat', 'cola', 'pond', 'park', 'salt', 'peak', 'peer', 'hero', 'rock']","['crab', 'mall', 'cave', 'wall', 'goat', 'taco']"
49,fast,"['gang', 'hare', 'tide', 'farm', 'wire', 'clam', 'roof', 'pita', 'chef', 'boot', 'cake', 'rain', 'dock', 'belt', 'dune']","['hare', 'rain', 'boot', 'clam']"
50,fast,"['lock', 'carp', 'foot', 'baby', 'girl', 'lion', 'lady', 'hare', 'mist', 'film', 'wrap', 'rock', 'face', 'plum', 'boot']","['boot', 'plum', 'lock', 'lady', 'girl']"
51,fast,"['duck', 'cart', 'hare', 'stew', 'pear', 'bean', 'star', 'note', 'twin', 'belt', 'beef', 'bush', 'fork', 'meat', 'town']","['bush', 'meat', 'hare', 'cart']"
52,fast,"['diva', 'roof', 'wire', 'coin', 'pear', 'hand', 'mask', 'duck', 'tide', 'folk', 'wave', 'worm', 'crab', 'cart', 'snow']","['diva', 'roof', 'wire', 'folk', 'crab', 'wave']"
53,fast,"['foot', 'worm', 'goat', 'cave', 'calf', 'diva', 'chip', 'roof', 'sock', 'wolf', 'skin', 'crab', 'boar', 'dove', 'loaf']","['boar', 'wolf', 'loaf', 'diva', 'cave', 'foot']"
54,fast,"['card', 'bowl', 'mall', 'stew', 'corn', 'bean', 'shoe', 'head', 'crab', 'city', 'wrap', 'dude', 'hand', 'sand', 'dove']","['card', 'bowl', 'crab', 'stew', 'sand']"
55,fast,"['cola', 'boss', 'shed', 'crow', 'rice', 'pals', 'lips', 'land', 'pipe', 'book', 'pony', 'beef', 'dock', 'skin', 'coin']","['pony', 'beef', 'dock', 'boss', 'soda', 'desk']"
56,fast,"['pipe', 'lion', 'rock', 'gulf', 'dove', 'lamb', 'roll', 'back', 'deer', 'port', 'wife', 'flag', 'game', 'crow', 'soup']","['soup', 'wife', 'game', 'flag', 'pole']"
57,fast,"['clip', 'nerd', 'chin', 'wave', 'game', 'team', 'folk', 'mask', 'road', 'wife', 'wall', 'coat', 'stew', 'lord', 'brat']","['brat', 'lord', 'chip', 'nerd', 'wife', 'road']"
58,fast,"['drum', 'seat', 'fire', 'wife', 'wave', 'dove', 'book', 'corn', 'wood', 'seal', 'roll', 'peak', 'beef', 'sand', 'bush']","['wife', 'beef', 'sand', 'roll', 'fire']"
59,fast,"['wine', 'girl', 'kite', 'mask', 'yard', 'wind', 'goat', 'coin', 'skin', 'meat', 'dove', 'fern', 'sand', 'shop', 'fish']","['wind', 'dove', 'wind', 'sand', 'kite']"
60,fast,"['rain', 'gulf', 'king', 'rock', 'lamb', 'mine', 'film', 'lord', 'kite', 'folk', 'mate', 'team', 'wife', 'sofa', 'sand']","['sand', 'wife', 'sofa', 'team', 'king', 'lord']"
41,normal,"['bean', 'card', 'mine', 'farm', 'hero', 'film', 'lake', 'lamb', 'soup', 'door', 'lord', 'clip', 'guru', 'hare', 'isle']","['lamb', 'soup', 'hare', 'gore', 'hero', 'bean', 'lord']"
42,normal,"['seal', 'shop', 'clan', 'toad', 'game', 'bull', 'fern', 'taco', 'fork', 'bowl', 'farm', 'diva', 'crow', 'wine', 'head']","['crow', 'wine', 'head', 'shop', 'seal', 'clan', 'card']"
43,normal,"['dust', 'stew', 'note', 'dune', 'fish', 'film', 'tide', 'ball', 'chip', 'mule', 'clan', 'plum', 'boss', 'ring', 'team']","['dust', 'dune', 'note', 'fill', 'clan', 'feel']"
44,normal,"['hare', 'tide', 'carp', 'lock', 'nose', 'drum', 'pond', 'shop', 'coat', 'barn', 'rope', 'foot', 'cave', 'park', 'lion']","['lion', 'hare', 'foot', 'nose', 'pond', 'rope', 'king']"
45,normal,"['wind', 'dust', 'lark', 'soil', 'skin', 'coat', 'tree', 'fish', 'drum', 'wolf', 'carp', 'mine', 'kite', 'worm', 'roof']","['carp', 'kite', 'roof', 'skin', 'soil', 'wind', 'dust', 'larp']"
46,normal,"['mate', 'neck', 'pond', 'folk', 'sand', 'mole', 'roof', 'dune', 'clam', 'pals', 'foot', 'tuna', 'crow', 'mist', 'park']","['mist', 'park', 'crow', 'mate', 'mole', 'pond', 'foot']"
47,normal,"['mask', 'soup', 'cave', 'plum', 'pear', 'hair', 'rice', 'bull', 'foot', 'worm', 'lamp', 'bush', 'game', 'isle', 'bear']","['bear', 'isle', 'worm', 'mask', 'bush', 'fish']"
48,normal,"['goat', 'path', 'wave', 'head', 'yard', 'pipe', 'cake', 'cart', 'tree', 'vest', 'mule', 'tide', 'mask', 'ring', 'rain']","['mask', 'ring', 'rain', 'goat', 'path', 'ring', 'wave', 'head', 'yeard']"
49,normal,"['ball', 'sock', 'hawk', 'desk', 'wall', 'chip', 'mall', 'papa', 'dock', 'tree', 'tool', 'mule', 'reef', 'plum', 'wave']","['mule', 'reef', 'plum', 'mist', 'tree', 'note']"
50,normal,"['land', 'rock', 'lamb', 'gulf', 'lady', 'wood', 'soda', 'mule', 'game', 'flag', 'mask', 'mole', 'reef', 'guru', 'deer']","['land', 'deer', 'reef', 'lady', 'soda', 'crab', 'guru', 'tree', 'sand']"
51,normal,"['ring', 'dock', 'boot', 'door', 'loaf', 'salt', 'port', 'nail', 'mask', 'reef', 'frog', 'seal', 'lake', 'yard', 'lips']","['frog', 'seal', 'lake', 'nail', 'door', 'port', 'dock', 'lips', 'ring', 'hand']"
52,normal,"['star', 'wire', 'milk', 'belt', 'lord', 'papa', 'fish', 'diva', 'taco', 'beer', 'book', 'clip', 'sand', 'face', 'sofa']","['lord', 'diva', 'star', 'belt', 'milk', 'taco', 'wire', 'papa']"
53,normal,"['fork', 'vest', 'hair', 'lord', 'mall', 'cave', 'tree', 'sand', 'city', 'town', 'lark', 'foot', 'lock', 'soil', 'mule']","['vest', 'fork', 'hair', 'cave', 'town', 'city', 'mall', 'foot', 'sand', 'lock']"
54,normal,"['toad', 'tree', 'chip', 'dune', 'bean', 'hero', 'town', 'lady', 'beer', 'desk', 'boar', 'mate', 'back', 'pals', 'nail']","['nail', 'pals', 'back', 'mate', 'lady', 'desk', 'city', 'town', 'toad', 'dune', 'bean', 'beer']"
55,normal,"['mist', 'door', 'maid', 'team', 'folk', 'baby', 'carp', 'mule', 'dune', 'neck', 'farm', 'wood', 'fern', 'wine', 'game']","['game', 'mist', 'farm', 'wood', 'baby', 'neck', 'mist', 'lady', 'dune']"
56,normal,"['fern', 'cart', 'sand', 'seat', 'mask', 'clan', 'pipe', 'bear', 'film', 'lark', 'gulf', 'isle', 'farm', 'face', 'gang']","['gang', 'gulf', 'farm', 'face', 'clan', 'pipe', 'bear', 'film']"
57,normal,"['mine', 'hill', 'lord', 'duck', 'wood', 'guru', 'lion', 'lamp', 'wall', 'salt', 'hare', 'carp', 'wave', 'shoe', 'moon']","['moon', 'wave', 'hare', 'shoe', 'lion', 'guru', 'carp']"
58,normal,"['bull', 'bike', 'swan', 'soil', 'wall', 'bear', 'barn', 'nail', 'nerd', 'mist', 'frog', 'gulf', 'road', 'folk', 'boot']","['boot', 'folk', 'road', 'nail', 'bear', 'bull', 'bike', 'swan', 'soil', 'wall', 'barn', 'nerd']"
59,normal,"['fire', 'brat', 'flag', 'lion', 'lips', 'skin', 'star', 'maid', 'wife', 'crow', 'pals', 'milk', 'pipe', 'sand', 'farm']","['farm', 'sand', 'star', 'maid', 'diva', 'fire', 'lion', 'lips', 'skin', 'pals', 'crow']"
60,normal,"['pear', 'girl', 'star', 'gang', 'pals', 'roof', 'fire', 'lady', 'brat', 'back', 'beer', 'clam', 'port', 'papa', 'ring']","['papa', 'ring', 'clam', 'port', 'pals', 'gang', 'lady', 'diva', 'fire', 'beer']"
61,fast,"['ball', 'hare', 'rope', 'drum', 'cake', 'hair', 'lord', 'bush', 'peer', 'seal', 'town', 'dock', 'tuna', 'bell', 'diva']","['tuna', 'bell', 'diva', 'hair', 'hair', 'ball']"
62,fast,"['wind', 'soup', 'neck', 'beef', 'ball', 'coin', 'salt', 'bull', 'wall', 'folk', 'deer', 'chef', 'mate', 'mask', 'rain']","['rain', 'wall', 'neck', 'wind', 'soup', 'neck', 'beef']"
63,fast,"['rain', 'fern', 'lady', 'baby', 'yard', 'barn', 'tent', 'wood', 'loaf', 'pals', 'sofa', 'coin', 'bike', 'coat', 'cart']","['coat', 'cart', 'rain', 'baby', 'lady']"
64,fast,"['sand', 'vest', 'cave', 'pond', 'dune', 'reef', 'crow', 'swan', 'soil', 'king', 'bear', 'nail', 'chip', 'duck', 'wood']","['chip', 'duck', 'wood', 'sand', 'nail']"
65,fast,"['soup', 'bowl', 'gnat', 'clan', 'crew', 'nose', 'lark', 'shed', 'face', 'gulf', 'swan', 'neck', 'park', 'papa', 'cola']","['papa', 'cola', 'guld', 'swan', 'neck', 'soup', 'bowl', 'clan']"
66,fast,"['lady', 'moon', 'door', 'lake', 'desk', 'bull', 'tide', 'fish', 'stew', 'drum', 'hair', 'cola', 'mate', 'film', 'crab']","['fish', 'stew', 'drum', 'hair', 'cola']"
