trial, condition, presented_words, recalled_words
0,normal,"['port', 'soup', 'dust', 'worm', 'gulf', 'frog', 'nail', 'twin', 'mule', 'baby', 'plum', 'peer', 'hawk', 'lock', 'snow']","['port', 'lock', 'soup']"
1,normal,"['goat', 'deer', 'farm', 'snow', 'taco', 'bowl', 'rope', 'loaf', 'pond', 'crow', 'cave', 'shed', 'tuna', 'door', 'girl']","['deer', 'goat', 'farm', 'taco', 'bowl', 'shed', 'girl', 'tuna', 'cave']"
2,normal,"['cola', 'tree', 'nerd', 'lion', 'moon', 'fern', 'road', 'belt', 'gnat', 'door', 'toad', 'land', 'mate', 'ball', 'seal']","['seal', 'nerd', 'tree', 'cola', 'lion', 'seal', 'door', 'land', 'road']"
3,normal,"['note', 'beef', 'twin', 'mist', 'cola', 'city', 'skin', 'boar', 'face', 'roof', 'wall', 'rain', 'wave', 'bowl', 'land']","['land', 'bowl', 'twin', 'cola', 'notes', 'note', 'mist', 'rain', 'roof', 'wall', 'land']"
4,normal,"['boss', 'soda', 'town', 'lark', 'hand', 'seat', 'diva', 'shop', 'desk', 'wave', 'neck', 'tool', 'crab', 'plum', 'fish']","['crab', 'fish', 'plum', 'boss', 'desk', 'seat', 'soda', 'diva', 'shop', 'hand', 'tool', 'lark']"
5,normal,"['bowl', 'foot', 'sofa', 'clip', 'moon', 'crab', 'fire', 'desk', 'twin', 'hand', 'farm', 'door', 'drum', 'frog', 'town']","['town', 'frog', 'drum', 'desk', 'sofa', 'feet', 'bowl', 'clip', 'moon', 'fire', 'crab', 'door']"
6,normal,"['calf', 'fern', 'lark', 'pipe', 'maid', 'dune', 'toad', 'skin', 'milk', 'hill', 'belt', 'path', 'reef', 'vest', 'goat']","['vest', 'goat', 'calf', 'lark', 'pipe', 'maid', 'skin', 'milk', 'belt', 'path', 'road']"
7,normal,"['papa', 'soup', 'goat', 'film', 'shop', 'bull', 'bean', 'roof', 'lion', 'seat', 'carp', 'pond', 'boot', 'wave', 'swan']","['wave', 'swan', 'papa', 'soup', 'bull', 'bean', 'roof', 'boot']"
8,normal,"['seat', 'game', 'star', 'folk', 'fork', 'hill', 'bean', 'card', 'tide', 'crew', 'rain', 'film', 'dust', 'isle', 'belt']","['belt', 'isle', 'dust', 'seat', 'game', 'fork', 'bean', 'folk', 'crew', 'isle', 'tide', 'rain']"
9,normal,"['clan', 'rope', 'ring', 'tree', 'swan', 'hero', 'snow', 'twin', 'farm', 'film', 'town', 'reef', 'mall', 'rock', 'girl']","['rock', 'girl', 'farm', 'swan', 'hero', 'rope', 'clan', 'rope', 'white']"
10,normal,"['chin', 'dune', 'bean', 'moon', 'sofa', 'bowl', 'wrap', 'deer', 'yard', 'mole', 'chef', 'boot', 'lamb', 'card', 'salt']","['salt', 'bean', 'chef', 'salt', 'card', 'mole', 'goat']"
11,normal,"['hill', 'yard', 'lake', 'nail', 'king', 'road', 'crab', 'beer', 'gnat', 'rain', 'hare', 'lord', 'sand', 'lips', 'fern']","['fern', 'lips', 'hill', 'king', 'rain', 'fern', 'yard', 'lord']"
12,normal,"['guru', 'fire', 'mask', 'game', 'papa', 'road', 'lady', 'sofa', 'park', 'door', 'lake', 'barn', 'wave', 'tent', 'nerd']","['nerd', 'telt', 'guru', 'fire', 'road', 'mask', 'lady', 'sofa', 'park', 'door', 'lake']"
13,normal,"['skin', 'bike', 'cart', 'pita', 'shoe', 'lamb', 'bear', 'boar', 'lady', 'wall', 'team', 'pipe', 'mole', 'folk', 'frog']","['boar', 'beer', 'frog', 'mole', 'wall', 'lady', 'cart', 'skin', 'pita', 'shoe', 'road']"
14,normal,"['folk', 'park', 'boss', 'dove', 'lake', 'gnat', 'nose', 'worm', 'desk', 'wolf', 'kite', 'toad', 'gulf', 'mama', 'wind']","['wind', 'mama', 'park', 'folk', 'nose', 'worm', 'lake', 'wolf', 'desk', 'duck', 'dove']"
15,normal,"['meat', 'cake', 'dune', 'cola', 'loaf', 'wine', 'fern', 'tree', 'bear', 'mole', 'crow', 'hero', 'mask', 'coin', 'card']","['card', 'coin', 'hero', 'bear', 'crow', 'mole', 'mask', 'wine', 'cake', 'meat']"
16,normal,"['nose', 'farm', 'dust', 'belt', 'girl', 'loaf', 'tool', 'beer', 'maid', 'hare', 'path', 'yard', 'snow', 'dove', 'cart']","['cart', 'dove', 'farm', 'belt', 'loaf', 'nose', 'maid', 'girl', 'dust', 'snow']"
17,normal,"['wire', 'pipe', 'fire', 'dove', 'tent', 'soda', 'nail', 'shed', 'rice', 'pear', 'note', 'soil', 'game', 'belt', 'clan']","['clan', 'belt', 'fire', 'wire', 'dove', 'tent', 'game']"
18,normal,"['note', 'clam', 'vest', 'baby', 'meat', 'dove', 'belt', 'folk', 'crab', 'cake', 'stew', 'toad', 'yard', 'hill', 'rock']","['rock', 'baby', 'belt', 'yard', 'note', 'belt', 'crab', 'dove', 'meat']"
19,normal,"['wrap', 'game', 'star', 'wife', 'hawk', 'boar', 'lips', 'crew', 'nose', 'meat', 'sock', 'dust', 'book', 'wine', 'lady']","['lady', 'game', 'wrap', 'hawk', 'boar', 'wife', 'wine', 'nose', 'lips', 'book']"
20,fast,"['lark', 'soda', 'stew', 'roll', 'meat', 'lamb', 'beer', 'foot', 'brat', 'game', 'corn', 'crab', 'coin', 'goat', 'shoe']","['shoe', 'meat', 'crab', 'lark', 'coin', 'soda']"
21,fast,"['bowl', 'door', 'barn', 'coat', 'belt', 'yard', 'pony', 'lock', 'lamb', 'boar', 'papa', 'ring', 'wine', 'rain', 'cave']","['cave', 'papa', 'wine', 'belt', 'yard', 'farm', 'road', 'pony']"
22,fast,"['folk', 'mist', 'roll', 'film', 'chef', 'toad', 'mall', 'bear', 'mama', 'seal', 'diva', 'girl', 'park', 'cave', 'nerd']","['nerd', 'diva', 'park', 'girl', 'mama', 'road']"
23,fast,"['folk', 'taco', 'lake', 'wine', 'calf', 'tent', 'lock', 'door', 'dude', 'plum', 'salt', 'foot', 'desk', 'ring', 'film']","['film', 'ring', 'plum', 'desk', 'tent']"
24,fast,"['mask', 'goat', 'park', 'drum', 'hare', 'wolf', 'barn', 'nose', 'star', 'dust', 'gnat', 'road', 'shoe', 'soda', 'bike']","['bike', 'shoe', 'mask', 'goat', 'barn', 'goat', 'boar']"
25,fast,"['guru', 'port', 'chip', 'corn', 'lord', 'bowl', 'duck', 'lips', 'bull', 'tool', 'belt', 'isle', 'roll', 'crew', 'book']","['book', 'guru', 'isle', 'chip']"
26,fast,"['game', 'chef', 'back', 'fish', 'card', 'fire', 'head', 'dove', 'mall', 'pony', 'isle', 'clan', 'ball', 'fork', 'mist']","['fork', 'isle', 'game', 'chef', 'boss']"
27,fast,"['crab', 'mall', 'wall', 'cave', 'seal', 'taco', 'goat', 'cola', 'pond', 'park', 'salt', 'peak', 'peer', 'hero', 'rock']","['crab', 'mall', 'cave', 'wall', 'goat', 'taco']"
28,fast,"['gang', 'hare', 'tide', 'farm', 'wire', 'clam', 'roof', 'pita', 'chef', 'boot', 'cake', 'rain', 'dock', 'belt', 'dune']","['hare', 'rain', 'boot', 'clam']"
29,fast,"['lock', 'carp', 'foot', 'baby', 'girl', 'lion', 'lady', 'hare', 'mist', 'film', 'wrap', 'rock', 'face', 'plum', 'boot']","['boot', 'plum', 'lock', 'lady', 'girl']"
30,fast,"['duck', 'cart', 'hare', 'stew', 'pear', 'bean', 'star', 'note', 'twin', 'belt', 'beef', 'bush', 'fork', 'meat', 'town']","['bush', 'meat', 'hare', 'cart']"
31,fast,"['diva', 'roof', 'wire', 'coin', 'pear', 'hand', 'mask', 'duck', 'tide', 'folk', 'wave', 'worm', 'crab', 'cart', 'snow']","['diva', 'roof', 'wire', 'folk', 'crab', 'wave']"
32,fast,"['foot', 'worm', 'goat', 'cave', 'calf', 'diva', 'chip', 'roof', 'sock', 'wolf', 'skin', 'crab', 'boar', 'dove', 'loaf']","['boar', 'wolf', 'loaf', 'diva', 'cave', 'foot']"
33,fast,"['card', 'bowl', 'mall', 'stew', 'corn', 'bean', 'shoe', 'head', 'crab', 'city', 'wrap', 'dude', 'hand', 'sand', 'dove']","['card', 'bowl', 'crab', 'stew', 'sand']"
34,fast,"['cola', 'boss', 'shed', 'crow', 'rice', 'pals', 'lips', 'land', 'pipe', 'book', 'pony', 'beef', 'dock', 'skin', 'coin']","['pony', 'beef', 'dock', 'boss', 'soda', 'desk']"
35,fast,"['pipe', 'lion', 'rock', 'gulf', 'dove', 'lamb', 'roll', 'back', 'deer', 'port', 'wife', 'flag', 'game', 'crow', 'soup']","['soup', 'wife', 'game', 'flag', 'pole']"
36,fast,"['clip', 'nerd', 'chin', 'wave', 'game', 'team', 'folk', 'mask', 'road', 'wife', 'wall', 'coat', 'stew', 'lord', 'brat']","['brat', 'lord', 'chip', 'nerd', 'wife', 'road']"
37,fast,"['drum', 'seat', 'fire', 'wife', 'wave', 'dove', 'book', 'corn', 'wood', 'seal', 'roll', 'peak', 'beef', 'sand', 'bush']","['wife', 'beef', 'sand', 'roll', 'fire']"
38,fast,"['wine', 'girl', 'kite', 'mask', 'yard', 'wind', 'goat', 'coin', 'skin', 'meat', 'dove', 'fern', 'sand', 'shop', 'fish']","['wind', 'dove', 'wind', 'sand', 'kite']"
39,fast,"['rain', 'gulf', 'king', 'rock', 'lamb', 'mine', 'film', 'lord', 'kite', 'folk', 'mate', 'team', 'wife', 'sofa', 'sand']","['sand', 'wife', 'sofa', 'team', 'king', 'lord']"
40,normal,"['bean', 'card', 'mine', 'farm', 'hero', 'film', 'lake', 'lamb', 'soup', 'door', 'lord', 'clip', 'guru', 'hare', 'isle']","['lamb', 'soup', 'hare', 'gore', 'hero', 'bean', 'lord']"
41,normal,"['seal', 'shop', 'clan', 'toad', 'game', 'bull', 'fern', 'taco', 'fork', 'bowl', 'farm', 'diva', 'crow', 'wine', 'head']","['crow', 'wine', 'head', 'shop', 'seal', 'clan', 'card']"
42,normal,"['dust', 'stew', 'note', 'dune', 'fish', 'film', 'tide', 'ball', 'chip', 'mule', 'clan', 'plum', 'boss', 'ring', 'team']","['dust', 'dune', 'note', 'fill', 'clan', 'feel']"
43,normal,"['hare', 'tide', 'carp', 'lock', 'nose', 'drum', 'pond', 'shop', 'coat', 'barn', 'rope', 'foot', 'cave', 'park', 'lion']","['lion', 'hare', 'foot', 'nose', 'pond', 'rope', 'king']"
44,normal,"['wind', 'dust', 'lark', 'soil', 'skin', 'coat', 'tree', 'fish', 'drum', 'wolf', 'carp', 'mine', 'kite', 'worm', 'roof']","['carp', 'kite', 'roof', 'skin', 'soil', 'wind', 'dust', 'larp']"
45,normal,"['mate', 'neck', 'pond', 'folk', 'sand', 'mole', 'roof', 'dune', 'clam', 'pals', 'foot', 'tuna', 'crow', 'mist', 'park']","['mist', 'park', 'crow', 'mate', 'mole', 'pond', 'foot']"
46,normal,"['mask', 'soup', 'cave', 'plum', 'pear', 'hair', 'rice', 'bull', 'foot', 'worm', 'lamp', 'bush', 'game', 'isle', 'bear']","['bear', 'isle', 'worm', 'mask', 'bush', 'fish']"
47,normal,"['goat', 'path', 'wave', 'head', 'yard', 'pipe', 'cake', 'cart', 'tree', 'vest', 'mule', 'tide', 'mask', 'ring', 'rain']","['mask', 'ring', 'rain', 'goat', 'path', 'ring', 'wave', 'head', 'yeard']"
48,normal,"['ball', 'sock', 'hawk', 'desk', 'wall', 'chip', 'mall', 'papa', 'dock', 'tree', 'tool', 'mule', 'reef', 'plum', 'wave']","['mule', 'reef', 'plum', 'mist', 'tree', 'note']"
49,normal,"['land', 'rock', 'lamb', 'gulf', 'lady', 'wood', 'soda', 'mule', 'game', 'flag', 'mask', 'mole', 'reef', 'guru', 'deer']","['land', 'deer', 'reef', 'lady', 'soda', 'crab', 'guru', 'tree', 'sand']"
50,normal,"['ring', 'dock', 'boot', 'door', 'loaf', 'salt', 'port', 'nail', 'mask', 'reef', 'frog', 'seal', 'lake', 'yard', 'lips']","['frog', 'seal', 'lake', 'nail', 'door', 'port', 'dock', 'lips', 'ring', 'hand']"
51,normal,"['star', 'wire', 'milk', 'belt', 'lord', 'papa', 'fish', 'diva', 'taco', 'beer', 'book', 'clip', 'sand', 'face', 'sofa']","['lord', 'diva', 'star', 'belt', 'milk', 'taco', 'wire', 'papa']"
52,normal,"['fork', 'vest', 'hair', 'lord', 'mall', 'cave', 'tree', 'sand', 'city', 'town', 'lark', 'foot', 'lock', 'soil', 'mule']","['vest', 'fork', 'hair', 'cave', 'town', 'city', 'mall', 'foot', 'sand', 'lock']"
53,normal,"['toad', 'tree', 'chip', 'dune', 'bean', 'hero', 'town', 'lady', 'beer', 'desk', 'boar', 'mate', 'back', 'pals', 'nail']","['nail', 'pals', 'back', 'mate', 'lady', 'desk', 'city', 'town', 'toad', 'dune', 'bean', 'beer']"
54,normal,"['mist', 'door', 'maid', 'team', 'folk', 'baby', 'carp', 'mule', 'dune', 'neck', 'farm', 'wood', 'fern', 'wine', 'game']","['game', 'mist', 'farm', 'wood', 'baby', 'neck', 'mist', 'lady', 'dune']"
55,normal,"['fern', 'cart', 'sand', 'seat', 'mask', 'clan', 'pipe', 'bear', 'film', 'lark', 'gulf', 'isle', 'farm', 'face', 'gang']","['gang', 'gulf', 'farm', 'face', 'clan', 'pipe', 'bear', 'film']"
56,normal,"['mine', 'hill', 'lord', 'duck', 'wood', 'guru', 'lion', 'lamp', 'wall', 'salt', 'hare', 'carp', 'wave', 'shoe', 'moon']","['moon', 'wave', 'hare', 'shoe', 'lion', 'guru', 'carp']"
57,normal,"['bull', 'bike', 'swan', 'soil', 'wall', 'bear', 'barn', 'nail', 'nerd', 'mist', 'frog', 'gulf', 'road', 'folk', 'boot']","['boot', 'folk', 'road', 'nail', 'bear', 'bull', 'bike', 'swan', 'soil', 'wall', 'barn', 'nerd']"
58,normal,"['fire', 'brat', 'flag', 'lion', 'lips', 'skin', 'star', 'maid', 'wife', 'crow', 'pals', 'milk', 'pipe', 'sand', 'farm']","['farm', 'sand', 'star', 'maid', 'diva', 'fire', 'lion', 'lips', 'skin', 'pals', 'crow']"
59,normal,"['pear', 'girl', 'star', 'gang', 'pals', 'roof', 'fire', 'lady', 'brat', 'back', 'beer', 'clam', 'port', 'papa', 'ring']","['papa', 'ring', 'clam', 'port', 'pals', 'gang', 'lady', 'diva', 'fire', 'beer']"
60,fast,"['ball', 'hare', 'rope', 'drum', 'cake', 'hair', 'lord', 'bush', 'peer', 'seal', 'town', 'dock', 'tuna', 'bell', 'diva']","['tuna', 'bell', 'diva', 'hair', 'hair', 'ball']"
61,fast,"['wind', 'soup', 'neck', 'beef', 'ball', 'coin', 'salt', 'bull', 'wall', 'folk', 'deer', 'chef', 'mate', 'mask', 'rain']","['rain', 'wall', 'neck', 'wind', 'soup', 'neck', 'beef']"
62,fast,"['rain', 'fern', 'lady', 'baby', 'yard', 'barn', 'tent', 'wood', 'loaf', 'pals', 'sofa', 'coin', 'bike', 'coat', 'cart']","['coat', 'cart', 'rain', 'baby', 'lady']"
63,fast,"['sand', 'vest', 'cave', 'pond', 'dune', 'reef', 'crow', 'swan', 'soil', 'king', 'bear', 'nail', 'chip', 'duck', 'wood']","['chip', 'duck', 'wood', 'sand', 'nail']"
64,fast,"['soup', 'bowl', 'gnat', 'clan', 'crew', 'nose', 'lark', 'shed', 'face', 'gulf', 'swan', 'neck', 'park', 'papa', 'cola']","['papa', 'cola', 'guld', 'swan', 'neck', 'soup', 'bowl', 'clan']"
65,fast,"['lady', 'moon', 'door', 'lake', 'desk', 'bull', 'tide', 'fish', 'stew', 'drum', 'hair', 'cola', 'mate', 'film', 'crab']","['fish', 'stew', 'drum', 'hair', 'cola']"
66,fast,"['papa', 'hair', 'mask', 'cake', 'bush', 'belt', 'town', 'desk', 'bell', 'plum', 'cave', 'salt', 'shed', 'peer', 'folk']","['shed', 'peer', 'folk', 'papa', 'hair', 'belt', 'town', 'mask']"
67,fast,"['hawk', 'seat', 'hare', 'cave', 'wind', 'game', 'meat', 'duck', 'deer', 'mask', 'goat', 'coin', 'taco', 'tool', 'corn']","['corn', 'tool', 'hawk', 'seat', 'meat', 'duck', 'deer']"
68,fast,"['hawk', 'bean', 'chin', 'mate', 'moon', 'boot', 'gnat', 'door', 'mist', 'chef', 'diva', 'nerd', 'bear', 'wire', 'isle']","['wire', 'isle', 'hawk', 'bean', 'chin', 'mate', 'moon', 'boot']"
69,fast,"['milk', 'cake', 'meat', 'pita', 'cola', 'soil', 'nerd', 'ring', 'dust', 'shed', 'card', 'ball', 'swan', 'loaf', 'girl']","['girl', 'swan', 'milk', 'bean', 'meat']"
70,fast,"['farm', 'chip', 'bull', 'chin', 'crew', 'wine', 'rice', 'diva', 'rock', 'swan', 'coat', 'shed', 'deer', 'fish', 'loaf']","['farm', 'chip', 'bull', 'chin', 'rice', 'lady']"
71,fast,"['dust', 'path', 'diva', 'tent', 'crow', 'isle', 'peer', 'salt', 'clan', 'cola', 'lark', 'cave', 'film', 'boot', 'farm']","['dust', 'isle', 'peer', 'cola', 'farm']"
72,fast,"['ball', 'corn', 'mist', 'wall', 'cave', 'cake', 'nose', 'boot', 'drum', 'hand', 'bowl', 'peer', 'bell', 'wrap', 'team']","['corn', 'mist', 'bread', 'ball', 'team', 'bell', 'wrap']"
73,fast,"['toad', 'clip', 'card', 'wife', 'lion', 'hill', 'snow', 'hero', 'pond', 'crow', 'bush', 'barn', 'coin', 'soil', 'fern']","['toad', 'clip', 'farm', 'boil']"
74,fast,"['belt', 'roll', 'diva', 'film', 'boot', 'calf', 'dock', 'nail', 'carp', 'cart', 'note', 'beer', 'kite', 'seat', 'bean']","['seat', 'bean', 'belt', 'beer', 'nose']"
75,fast,"['yard', 'beef', 'boot', 'boar', 'hawk', 'salt', 'nose', 'game', 'boss', 'nerd', 'wine', 'seal', 'tuna', 'crew', 'isle']","['wine', 'seal', 'tuna', 'isle', 'yard', 'beef', 'boot']"
76,fast,"['coat', 'tide', 'corn', 'papa', 'taco', 'gang', 'clan', 'mask', 'guru', 'farm', 'lips', 'wine', 'crab', 'diva', 'port']","['wine', 'crab', 'diva', 'port']"
77,fast,"['baby', 'soda', 'fern', 'shop', 'ball', 'fish', 'loaf', 'rice', 'twin', 'folk', 'fire', 'head', 'beer', 'chef', 'guru']","['baby', 'soda', 'fern', 'shop', 'bean', 'chef', 'guru']"
78,fast,"['star', 'milk', 'mule', 'mist', 'bell', 'bean', 'tool', 'wife', 'face', 'boar', 'toad', 'calf', 'diva', 'gnat', 'chef']","['chef', 'gnat', 'star', 'milk', 'mule']"
79,fast,"['port', 'rain', 'nose', 'bull', 'clip', 'twin', 'cake', 'coin', 'lake', 'bike', 'moon', 'wave', 'crab', 'book', 'mist']","['port', 'milk', 'nose', 'rain', 'mule', 'mist', 'crab', 'bull']"
80,math,"['dove', 'clan', 'head', 'lady', 'mine', 'bike', 'cart', 'ring', 'mama', 'stew', 'salt', 'girl', 'farm', 'gnat', 'papa']","['stew', 'girl', 'papa', 'salt', 'farm', 'dove', 'ring']"
81,math,"['mama', 'sock', 'cart', 'cola', 'girl', 'fern', 'note', 'drum', 'goat', 'city', 'wire', 'seal', 'lock', 'shop', 'frog']","['seal', 'wire', 'city', 'girl', 'mama', 'cola', 'sock']"
82,math,"['tide', 'moon', 'rice', 'door', 'hawk', 'belt', 'sofa', 'roll', 'brat', 'barn', 'king', 'hero', 'mama', 'taco', 'meat']","['door', 'sofa', 'roll', 'bird', 'hero', 'mama', 'brat', 'taco', 'king', 'meat']"
83,math,"['shop', 'neck', 'wire', 'clam', 'flag', 'pear', 'fork', 'dust', 'town', 'bowl', 'milk', 'roof', 'desk', 'nail', 'stew']","['stew', 'bowl', 'town', 'wire', 'milk', 'roof', 'dust']"
84,math,"['peer', 'wolf', 'sand', 'stew', 'yard', 'chef', 'pony', 'bean', 'hero', 'rock', 'sofa', 'dock', 'meat', 'corn', 'toad']","['corn', 'toad', 'meat', 'chef', 'rock', 'wolf', 'sand', 'bean', 'ride']"
85,math,"['head', 'snow', 'bull', 'mama', 'skin', 'deer', 'roll', 'land', 'crab', 'fish', 'goat', 'beer', 'coat', 'crow', 'farm']","['head', 'mama', 'farm', 'fish', 'goat', 'deer', 'coat']"
86,math,"['gang', 'game', 'wire', 'note', 'folk', 'seat', 'mate', 'ring', 'duck', 'mama', 'bean', 'ball', 'roll', 'clip', 'lamp']","['note', 'ring', 'mama', 'game', 'duck', 'lamp', 'mate']"
87,math,"['lady', 'hare', 'crew', 'goat', 'wife', 'mate', 'bell', 'wood', 'fork', 'dock', 'chin', 'city', 'lamb', 'nose', 'star']","['lady', 'goat', 'wife', 'nose', 'star', 'bell', 'mate']"
88,math,"['book', 'tree', 'park', 'back', 'loaf', 'yard', 'mine', 'frog', 'note', 'shed', 'maid', 'hero', 'lamp', 'soil', 'drum']","['book', 'yard', 'frog', 'hero', 'lamp', 'drum']"
89,math,"['rope', 'mall', 'worm', 'carp', 'pita', 'book', 'bell', 'nerd', 'ring', 'wire', 'sock', 'vest', 'fern', 'seal', 'town']","['rope', 'book', 'bell', 'ring', 'seal', 'town', 'worm', 'fern']"
90,math,"['lark', 'sand', 'peer', 'mask', 'deer', 'soup', 'milk', 'tide', 'meat', 'isle', 'belt', 'hawk', 'note', 'roof', 'pony']","['lark', 'deer', 'soup', 'milk', 'tide', 'pony', 'meat']"
91,math,"['folk', 'coin', 'yard', 'land', 'boss', 'twin', 'dune', 'mama', 'game', 'pony', 'mall', 'park', 'dock', 'town', 'lake']","['folk', 'land', 'mama', 'game', 'twin', 'town', 'lake']"
92,math,"['soup', 'gang', 'beer', 'coin', 'aunt', 'hair', 'toad', 'door', 'tree', 'belt', 'vest', 'taco', 'fire', 'pipe', 'dust']","['soup', 'coin', 'door', 'taco', 'fire', 'dust', 'tree']"
93,math,"['stew', 'worm', 'mate', 'rice', 'seal', 'mole', 'clan', 'chin', 'foot', 'twin', 'rope', 'calf', 'hero', 'soup', 'fire']","['stew', 'seal', 'twin', 'rope', 'hero', 'soup', 'fire']"
94,math,"['fork', 'dude', 'ball', 'pony', 'face', 'hand', 'lips', 'nose', 'dune', 'diva', 'girl', 'fern', 'city', 'nerd', 'game']","['ball', 'face', 'girl', 'game', 'nose', 'pony', 'fern']"
95,math,"['back', 'mist', 'peer', 'brat', 'shoe', 'frog', 'beef', 'bull', 'peak', 'stew', 'hand', 'coin', 'salt', 'tool', 'diva']","['mist', 'stew', 'hand', 'salt', 'coin', 'frog', 'beef']"
96,math,"['card', 'park', 'note', 'rain', 'chef', 'peak', 'lake', 'fork', 'city', 'wind', 'shoe', 'mask', 'lamp', 'flag', 'loaf']","['card', 'rain', 'fork', 'lamp', 'lake', 'mask', 'flag']"
97,math,"['clip', 'bear', 'roll', 'peer', 'roof', 'soda', 'wrap', 'twin', 'nose', 'neck', 'nail', 'hare', 'tool', 'mall', 'dove']","['bear', 'roll', 'roof', 'wrap', 'nose', 'dove', 'twin']"
98,math,"['pony', 'yard', 'coin', 'gnat', 'lake', 'hand', 'door', 'cola', 'cart', 'foot', 'kite', 'beer', 'clam', 'tree', 'sofa']","['pony', 'coin', 'door', 'lake', 'foot', 'tree', 'sofa']"
99,math,"['deer', 'rice', 'taco', 'goat', 'nose', 'wire', 'back', 'snow', 'dove', 'tide', 'rock', 'soil', 'fern', 'fish', 'skin']","['deer', 'goat', 'tide', 'rock', 'fish', 'nose', 'dove', 'rice']"
100,break,"['ball', 'bull', 'pals', 'loaf', 'deer', 'cart', 'isle', 'mall', 'shoe', 'game', 'card', 'soda', 'papa', 'gnat', 'seat']","['gnat', 'seat', 'papa', 'soda', 'bull', 'mall', 'ball']"
101,break,"['back', 'chip', 'roof', 'meat', 'kite', 'hand', 'wolf', 'fork', 'mist', 'diva', 'papa', 'note', 'coin', 'baby', 'peer']","['baby', 'peer', 'papa', 'coin', 'wolf', 'mist']"
102,break,"['port', 'beef', 'gnat', 'boar', 'mist', 'shop', 'chip', 'star', 'farm', 'papa', 'dust', 'dune', 'reef', 'park', 'dove']","['dove', 'reef', 'park', 'bird', 'dune', 'papa', 'farm', 'dust']"
103,break,"['pita', 'desk', 'baby', 'fire', 'seat', 'coat', 'clan', 'tree', 'toad', 'salt', 'note', 'path', 'goat', 'door', 'fish']","['goat', 'path', 'door', 'fish', 'coat', 'clan', 'tree']"
104,break,"['lord', 'rain', 'soil', 'mist', 'shed', 'mole', 'pipe', 'tide', 'salt', 'tuna', 'fire', 'boar', 'loaf', 'chef', 'bike']","['rain', 'soil', 'tide', 'salt', 'fire', 'loaf', 'chef', 'bike']"
105,break,"['girl', 'nerd', 'head', 'coin', 'gnat', 'frog', 'bull', 'dude', 'diva', 'game', 'gang', 'wave', 'guru', 'skin', 'dune']","['girl', 'head', 'frog', 'game', 'wave', 'dune']"
106,break,"['ring', 'toad', 'clam', 'boot', 'barn', 'isle', 'fish', 'rock', 'gulf', 'land', 'dove', 'boss', 'reef', 'belt', 'tree']","['ring', 'toad', 'fish', 'rock', 'dove', 'reef', 'tree']"
