trial, condition, presented_words, recalled_words
107,break,"['mall', 'pita', 'snow', 'papa', 'crab', 'chef', 'yard', 'wall', 'hand', 'bell', 'path', 'tent', 'team', 'fern', 'mama']","['snow', 'papa', 'crab', 'chef', 'bell', 'mama']"
108,break,"['papa', 'mall', 'wind', 'isle', 'mate', 'ring', 'hare', 'boot', 'tool', 'yard', 'clip', 'wall', 'lark', 'pals', 'hand']","['papa', 'ring', 'boot', 'yard', 'mall', 'hand', 'isle', 'mate']"
109,break,"['pals', 'rain', 'lion', 'aunt', 'bike', 'milk', 'diva', 'taco', 'back', 'isle', 'rope', 'roof', 'mole', 'peer', 'tuna']","['rain', 'milk', 'taco', 'isle', 'roof', 'tuna', 'mole']"
110,break,"['lips', 'mule', 'beer', 'aunt', 'gang', 'cave', 'lamb', 'lamp', 'port', 'twin', 'pear', 'game', 'shoe', 'boss', 'cart']","['mule', 'beer', 'lamp', 'twin', 'pear', 'game', 'boss', 'cart']"
111,break,"['mine', 'hill', 'sofa', 'cola', 'pipe', 'mask', 'roll', 'deer', 'isle', 'fork', 'nose', 'lips', 'kite', 'desk', 'yard']","['hill', 'pipe', 'deer', 'nose', 'lips', 'yard']"
112,break,"['deer', 'city', 'tool', 'seal', 'wall', 'bike', 'worm', 'carp', 'papa', 'peak', 'chip', 'head', 'lion', 'cola', 'mate']","['deer', 'seal', 'papa', 'head', 'lion', 'mate', 'wall']"
113,break,"['clam', 'town', 'wind', 'barn', 'rock', 'tree', 'mole', 'lock', 'bush', 'beef', 'deer', 'mine', 'lark', 'wood', 'frog']","['town', 'rock', 'deer', 'mine', 'frog', 'barn', 'wind', 'tree']"
114,break,"['nail', 'cave', 'bear', 'chef', 'twin', 'roll', 'foot', 'city', 'dock', 'bowl', 'coin', 'skin', 'pear', 'baby', 'mate']","['nail', 'bear', 'chef', 'twin', 'coin', 'pear']"
115,break,"['note', 'reef', 'fork', 'milk', 'head', 'city', 'stew', 'wrap', 'gang', 'barn', 'boss', 'lord', 'bull', 'pear', 'roof']","['note', 'milk', 'head', 'stew', 'pear', 'roof', 'bull']"
116,break,"['fern', 'team', 'lamp', 'rice', 'neck', 'lion', 'reef', 'moon', 'bike', 'ring', 'road', 'frog', 'bell', 'coin', 'milk']","['lamp', 'lion', 'reef', 'moon', 'ring', 'frog', 'bell', 'milk']"
117,break,"['mall', 'star', 'meat', 'nail', 'bush', 'hero', 'boot', 'door', 'corn', 'pear', 'bell', 'lamb', 'crow', 'roof', 'team']","['star', 'hero', 'boot', 'door', 'bell', 'roof']"
118,break,"['hair', 'gnat', 'toad', 'hero', 'diva', 'bush', 'note', 'kite', 'tree', 'rock', 'book', 'cart', 'carp', 'frog', 'park']","['toad', 'hero', 'note', 'tree', 'rock', 'frog', 'park']"
119,break,"['pear', 'foot', 'toad', 'nail', 'tent', 'film', 'folk', 'boar', 'crab', 'maid', 'chin', 'cart', 'dust', 'brat', 'dove']","['foot', 'toad', 'film', 'crab', 'maid', 'dove', 'nail', 'tent']"
120,math,"['hand', 'mule', 'crew', 'soup', 'roll', 'rain', 'wolf', 'mine', 'sock', 'crab', 'frog', 'fire', 'shed', 'coat', 'plum']","['mine', 'wolf', 'frog', 'fire', 'plum', 'shed', 'coat']"
121,math,"['lion', 'lock', 'bowl', 'coin', 'wall', 'crow', 'fern', 'bike', 'fork', 'peak', 'loaf', 'team', 'bull', 'head', 'beer']","['lion', 'lock', 'bowl', 'coin', 'wall', 'crow', 'bull', 'bike']"
122,math,"['neck', 'kite', 'wrap', 'coat', 'roof', 'chin', 'diva', 'bell', 'tuna', 'sofa', 'mask', 'meat', 'team', 'dune', 'chip']","['kite', 'neck', 'coat', 'roof', 'diva', 'sofa', 'meat', 'crew', 'chip']"
123,math,"['shoe', 'wind', 'city', 'neck', 'drum', 'lamb', 'snow', 'swan', 'duck', 'tool', 'loaf', 'crab', 'hair', 'head', 'soda']","['city', 'shoe', 'wind', 'snow', 'lamb', 'goat']"
124,math,"['peer', 'king', 'wine', 'cart', 'rock', 'city', 'hair', 'salt', 'baby', 'barn', 'lips', 'rain', 'bike', 'cake', 'hawk']","['king', 'city', 'cart', 'rock', 'hair']"
125,math,"['fork', 'lamb', 'belt', 'folk', 'hand', 'cart', 'goat', 'clip', 'sofa', 'desk', 'bull', 'lord', 'wood', 'chip', 'rope']","['sofa', 'chip', 'chip', 'goat', 'bull']"
126,math,"['mule', 'fork', 'head', 'guru', 'sock', 'hill', 'port', 'land', 'door', 'wave', 'dock', 'worm', 'stew', 'wolf', 'clam']","['fork', 'guru', 'sock', 'land', 'hill', 'port', 'worm', 'wolf', 'stew']"
127,math,"['bowl', 'dust', 'calf', 'card', 'worm', 'farm', 'wolf', 'hawk', 'corn', 'vest', 'yard', 'pear', 'peak', 'seat', 'nail']","['bowl', 'dust', 'yard', 'farm', 'worm', 'wolf', 'peak', 'pear', 'seat']"
128,math,"['nerd', 'mule', 'wire', 'shed', 'seat', 'drum', 'folk', 'foot', 'gnat', 'beer', 'swan', 'crab', 'maid', 'bull', 'mine']","['nerd', 'wire', 'shed', 'seat', 'drum', 'folk', 'beer', 'maid', 'bull', 'swan']"
129,math,"['coin', 'bean', 'fire', 'path', 'cake', 'nerd', 'wind', 'tree', 'kite', 'tent', 'cave', 'bowl', 'clip', 'soup', 'shoe']","['cave', 'bowl', 'soup', 'clip', 'bowl', 'bean', 'coin']"
130,math,"['vest', 'foot', 'bear', 'door', 'tide', 'goat', 'farm', 'king', 'roll', 'park', 'town', 'note', 'wood', 'plum', 'gang']","['king', 'roll', 'town', 'wood', 'plum', 'goat', 'bear', 'door']"
131,math,"['loaf', 'barn', 'reef', 'carp', 'hill', 'star', 'lord', 'city', 'port', 'shed', 'lion', 'gnat', 'hand', 'lips', 'gang']","['loaf', 'barn', 'hill', 'shed', 'moon', 'star', 'lord', 'city', 'port']"
132,math,"['pals', 'reef', 'hare', 'foot', 'wife', 'beef', 'park', 'bull', 'tent', 'calf', 'road', 'tuna', 'nail', 'hand', 'diva']","['tuna', 'reef', 'pals', 'hare', 'foot', 'diva']"
133,math,"['plum', 'team', 'milk', 'barn', 'coin', 'soda', 'face', 'lion', 'bowl', 'fish', 'boar', 'lake', 'road', 'brat', 'shed']","['lake', 'bear', 'barn', 'fish', 'bowl', 'coin', 'milk', 'road']"
134,math,"['boot', 'seal', 'lamp', 'isle', 'city', 'path', 'cola', 'nail', 'brat', 'frog', 'moon', 'shop', 'wrap', 'salt', 'note']","['moon', 'brat', 'nail', 'soda', 'shop', 'city']"
135,math,"['brat', 'toad', 'moon', 'tuna', 'park', 'maid', 'worm', 'pond', 'tool', 'pipe', 'mask', 'crow', 'chef', 'yard', 'milk']","['pond', 'maid', 'tuna', 'moon', 'tool', 'pibe', 'mask', 'chef']"
136,math,"['mask', 'dune', 'frog', 'mama', 'milk', 'fork', 'wine', 'clan', 'flag', 'pear', 'pony', 'fern', 'cave', 'seat', 'baby']","['flag', 'pear', 'pony', 'fern', 'cave', 'seat', 'baby']"
137,math,"['fork', 'peer', 'path', 'back', 'hair', 'coat', 'beer', 'lamp', 'tuna', 'sock', 'peak', 'rice', 'crab', 'king', 'mall']","['hair', 'coat', 'back', 'beer', 'path']"
138,math,"['lips', 'deer', 'dust', 'frog', 'cola', 'girl', 'film', 'lake', 'soup', 'nail', 'hair', 'rope', 'book', 'pony', 'swan']","['deer', 'lips', 'dust', 'frog', 'girl', 'film', 'soup', 'book', 'rope']"
139,math,"['chef', 'stew', 'lamb', 'tool', 'diva', 'wrap', 'seal', 'salt', 'lord', 'flag', 'nose', 'guru', 'lark', 'hair', 'book']","['chef', 'stew', 'lamb', 'diva', 'lark', 'salt', 'guru', 'lord', 'hair']"
140,break,"['beef', 'bowl', 'diva', 'nose', 'tool', 'kite', 'pond', 'bean', 'lips', 'mate', 'lark', 'fork', 'pita', 'flag', 'port']","['diva', 'lips', 'port', 'flag']"
141,break,"['crow', 'bowl', 'door', 'lark', 'chip', 'papa', 'mall', 'gang', 'wife', 'skin', 'shoe', 'shop', 'wind', 'crab', 'tree']","['papa', 'mall', 'gang', 'wife', 'she', 'shoe', 'wind', 'shop']"
142,break,"['game', 'lamb', 'dust', 'lark', 'seat', 'swan', 'city', 'boar', 'desk', 'chin', 'nail', 'lion', 'gnat', 'peer', 'cart']","['hawk', 'city', 'lion', 'boar', 'chin', 'nail', 'desk']"
143,break,"['cola', 'hand', 'neck', 'team', 'baby', 'dude', 'mall', 'star', 'sofa', 'dove', 'pear', 'wine', 'mask', 'shoe', 'fern']","['mall', 'soda', 'hand', 'neck', 'team', 'baby', 'dude', 'star', 'sofa']"
144,break,"['deer', 'lips', 'hawk', 'ball', 'pony', 'seat', 'rock', 'team', 'bean', 'boot', 'gang', 'reef', 'twin', 'seal', 'face']","['ball', 'pony', 'deer', 'liås', 'lips', 'hawk']"
145,break,"['neck', 'lips', 'guru', 'bell', 'chip', 'stew', 'corn', 'note', 'worm', 'beef', 'clam', 'sofa', 'duck', 'wood', 'barn']","['neck', 'lips', 'guru', 'farm', 'corn', 'note', 'worm', 'sofa', 'duck']"
146,break,"['pita', 'game', 'wood', 'lips', 'mall', 'chin', 'wall', 'seat', 'cave', 'bull', 'bowl', 'flag', 'crew', 'frog', 'wire']","['pita', 'game', 'lips', 'mall', 'chin', 'wall', 'seat']"
147,break,"['fork', 'mine', 'drum', 'pear', 'town', 'sand', 'kite', 'game', 'worm', 'brat', 'soup', 'calf', 'wind', 'farm', 'foot']","['bomb', 'drum', 'pear', 'town', 'city', 'sand', 'kite', 'brat', 'foot']"
148,break,"['swan', 'wrap', 'moon', 'guru', 'shoe', 'coat', 'neck', 'book', 'wife', 'desk', 'nose', 'fish', 'rice', 'star', 'head']","['duck', 'wrap', 'moon', 'guru', 'coat', 'lady', 'girl', 'desk', 'book', 'nose', 'fish', 'rice']"
149,break,"['snow', 'gang', 'star', 'wood', 'deer', 'bush', 'pals', 'lady', 'skin', 'door', 'fire', 'head', 'sock', 'hill', 'tree']","['crew', 'team', 'snow', 'wood', 'deer', 'bush', 'lady', 'hill', 'skin', 'door', 'fire', 'head']"
150,break,"['nerd', 'team', 'coat', 'goat', 'hand', 'lake', 'reef', 'wire', 'barn', 'soil', 'mist', 'clan', 'pond', 'milk', 'tuna']","['nerd', 'team', 'goat', 'hand', 'lake', 'pond', 'tuna', 'milk']"
151,break,"['salt', 'nose', 'king', 'bull', 'mall', 'desk', 'deer', 'meat', 'pony', 'coat', 'ring', 'wine', 'face', 'frog', 'lock']","['king', 'salt', 'nose', 'bull', 'deer', 'desk', 'meat', 'pony']"
152,break,"['soil', 'king', 'wind', 'yard', 'toad', 'bike', 'worm', 'tide', 'crew', 'pond', 'milk', 'card', 'nose', 'clip', 'plum']","['crew', 'milk', 'pond']"
153,break,"['barn', 'rock', 'deer', 'sock', 'sand', 'soil', 'vest', 'calf', 'peak', 'ring', 'clam', 'worm', 'folk', 'soup', 'pond']","['barn', 'deer', 'rock', 'sand', 'sock', 'soil']"
154,break,"['soil', 'card', 'boot', 'hawk', 'dune', 'crow', 'calf', 'tide', 'lord', 'bush', 'land', 'note', 'taco', 'dove', 'yard']","['crow', 'dove', 'lord', 'lake', 'pond']"
155,break,"['book', 'nose', 'isle', 'swan', 'flag', 'bowl', 'belt', 'foot', 'nerd', 'brat', 'carp', 'seal', 'yard', 'baby', 'dune']","['book', 'nose', 'isle', 'swan', 'flag', 'bowl', 'belt', 'nerd', 'foot', 'brat']"
156,break,"['bull', 'boot', 'lock', 'sand', 'king', 'farm', 'chip', 'crew', 'twin', 'peak', 'nail', 'soda', 'pals', 'worm', 'ring']","['ring', 'nail', 'soda']"
157,break,"['lamb', 'kite', 'bike', 'shoe', 'lake', 'pear', 'folk', 'wolf', 'barn', 'deer', 'stew', 'boot', 'peer', 'card', 'land']","['barn', 'goat', 'kite', 'shoe', 'wolf', 'deer', 'lake', 'folk']"
158,break,"['beer', 'sofa', 'boss', 'folk', 'rock', 'coat', 'girl', 'nerd', 'lion', 'rope', 'cake', 'bean', 'wind', 'corn', 'meat']","['beer', 'sofa', 'boss', 'rock', 'coat', 'girl', 'nerd']"
159,break,"['clan', 'beef', 'gnat', 'gang', 'lock', 'soda', 'folk', 'rice', 'loaf', 'nerd', 'meat', 'twin', 'lark', 'dock', 'star']","['clan', 'beef', 'loaf', 'wine', 'folk', 'crew']"
160,normal,"['roof', 'kite', 'fern', 'hawk', 'coat', 'sand', 'flag', 'soup', 'lips', 'seat', 'belt', 'town', 'carp', 'tide', 'lark']","['roof', 'kite', 'belt', 'fern', 'seat', 'belt', 'lark']"
161,normal,"['lamb', 'toad', 'chef', 'sand', 'film', 'desk', 'bush', 'neck', 'duck', 'wall', 'boss', 'yard', 'kite', 'rice', 'wrap']","['lamb', 'chef', 'wrap']"
162,normal,"['belt', 'girl', 'hare', 'coat', 'wind', 'foot', 'hand', 'pond', 'sofa', 'star', 'pals', 'game', 'shop', 'seal', 'book']","['girl', 'sofa', 'star', 'pond', 'belt', 'book']"
163,normal,"['isle', 'milk', 'belt', 'barn', 'tree', 'guru', 'crab', 'bowl', 'gulf', 'fern', 'clam', 'game', 'back', 'shed', 'mall']","['clam', 'fern', 'mall', 'book', 'shell']"
164,normal,"['isle', 'city', 'frog', 'bowl', 'deer', 'port', 'reef', 'carp', 'maid', 'mist', 'vest', 'gang', 'meat', 'shop', 'dude']","['isle', 'city', 'frog', 'bowl', 'deer', 'carp']"
165,normal,"['cave', 'rice', 'toad', 'seat', 'pond', 'cola', 'bean', 'nail', 'wave', 'goat', 'fire', 'loaf', 'lord', 'nose', 'sand']","['cave', 'rice', 'toad', 'pond', 'bean', 'loaf', 'fire']"
166,normal,"['wind', 'pita', 'beef', 'fire', 'belt', 'hand', 'shop', 'pony', 'road', 'boss', 'mist', 'rock', 'tent', 'book', 'lord']","['wind', 'pita', 'meat', 'shop', 'lord', 'fire', 'book']"
167,normal,"['deer', 'park', 'stew', 'card', 'pipe', 'seal', 'bowl', 'yard', 'mama', 'hair', 'sock', 'duck', 'coin', 'taco', 'pals']","['deer', 'park', 'stew', 'card', 'bowl', 'coin']"
168,normal,"['peer', 'wall', 'hill', 'book', 'desk', 'chip', 'fish', 'note', 'mole', 'wire', 'tuna', 'hand', 'corn', 'dove', 'skin']","['peer', 'wall', 'fish', 'chip', 'bowl']"
169,normal,"['desk', 'lake', 'diva', 'meat', 'hawk', 'nose', 'rock', 'mule', 'taco', 'guru', 'pony', 'calf', 'crew', 'cake', 'wall']","['desk', 'meat', 'park', 'hawk', 'nose', 'park']"
170,normal,"['isle', 'mist', 'tent', 'wave', 'clam', 'lamp', 'port', 'loaf', 'corn', 'hawk', 'mine', 'diva', 'mate', 'coin', 'note']","['isle', 'mist', 'tent', 'clam', 'wait', 'port', 'coin', 'guru']"
171,normal,"['dove', 'wine', 'town', 'bowl', 'wave', 'milk', 'sofa', 'door', 'card', 'fork', 'loaf', 'wood', 'diva', 'swan', 'bean']","['dove', 'wine', 'town', 'bowl', 'door', 'card', 'diva']"
172,normal,"['lips', 'diva', 'pony', 'town', 'bean', 'deer', 'maid', 'vest', 'star', 'bear', 'stew', 'boss', 'boar', 'snow', 'meat']","['diva', 'lips', 'pony', 'town', 'star', 'bear', 'meat', 'lips']"
173,normal,"['frog', 'bush', 'pony', 'port', 'park', 'nose', 'shed', 'dust', 'fish', 'shoe', 'mule', 'wall', 'dove', 'dock', 'lord']","['forg', 'bush', 'pony', 'port', 'fish', 'shed', 'dock', 'lord']"
174,normal,"['soda', 'hare', 'king', 'hero', 'toad', 'lion', 'rock', 'dust', 'isle', 'crow', 'clam', 'lake', 'plum', 'shed', 'sofa']","['soda', 'hare', 'king', 'clam', 'head']"
175,normal,"['rock', 'book', 'pony', 'cart', 'fish', 'wind', 'hill', 'nail', 'snow', 'pita', 'bush', 'salt', 'stew', 'lady', 'brat']","['brat', 'rock', 'cold', 'pony', 'cart', 'fish', 'hill']"
176,normal,"['ball', 'wife', 'coin', 'barn', 'crab', 'pond', 'goat', 'star', 'peer', 'seal', 'mule', 'dove', 'seat', 'loaf', 'pear']","['ball', 'wife', 'grab', 'goat', 'star', 'pond', 'gold', 'peer']"
177,normal,"['port', 'brat', 'bean', 'hair', 'team', 'boss', 'diva', 'clan', 'moon', 'chip', 'crow', 'lake', 'head', 'sand', 'chef']","['port', 'brat', 'diva', 'head', 'team', 'club']"
178,normal,"['belt', 'flag', 'sand', 'rock', 'crow', 'lock', 'drum', 'goat', 'clan', 'face', 'mall', 'port', 'folk', 'reef', 'mule']","['boat', 'club', 'clam', 'rock', 'belt', 'sand', 'mule', 'face']"
179,normal,"['mall', 'door', 'pals', 'back', 'ring', 'sand', 'lake', 'lion', 'corn', 'tree', 'foot', 'kite', 'wine', 'dove', 'vest']","['mall', 'door', 'ring', 'kite']"
180,normal,"['town', 'soda', 'mate', 'clam', 'goat', 'drum', 'gulf', 'yard', 'wine', 'coin', 'gnat', 'hill', 'rock', 'back', 'lake']","['town', 'surm', 'mate', 'clam', 'gulf', 'yard']"
181,fast,"['wood', 'mule', 'roll', 'coat', 'tool', 'star', 'guru', 'path', 'reef', 'crab', 'snow', 'tide', 'mole', 'lamp', 'hare']","['hare', 'mmole', 'guru', 'gold', 'cart']"
182,fast,"['chin', 'crew', 'belt', 'soda', 'girl', 'roll', 'reef', 'seal', 'twin', 'taco', 'book', 'door', 'goat', 'lord', 'shed']","['tin', 'crew', 'gold', 'door', 'golf', 'seal', 'yard', 'mule']"
183,fast,"['mist', 'wall', 'town', 'hero', 'girl', 'coin', 'cola', 'mask', 'roof', 'chin', 'lady', 'lock', 'mule', 'belt', 'pals']","['mist', 'town', 'wall', 'hero', 'gold', 'cart', 'chin']"
184,fast,"['pony', 'star', 'lion', 'lake', 'land', 'ring', 'wind', 'crab', 'port', 'lark', 'wrap', 'team', 'goat', 'clam', 'isle']","['pony', 'star', 'lion', 'lake', 'clam', 'team', 'gold']"
185,fast,"['wine', 'back', 'hawk', 'cave', 'face', 'kite', 'lamp', 'lady', 'wife', 'bush', 'wave', 'roof', 'bowl', 'boar', 'shed']","['wine', 'cave', 'face', 'lamb', 'kite', 'boar', 'shed']"
186,fast,"['corn', 'crow', 'shed', 'goat', 'seal', 'chip', 'chin', 'girl', 'bell', 'head', 'folk', 'note', 'hand', 'kite', 'cart']","['corn', 'crow', 'seal', 'chip', 'fork', 'card']"
187,fast,"['tent', 'rock', 'frog', 'face', 'fork', 'vest', 'flag', 'hero', 'stew', 'cola', 'card', 'sofa', 'nerd', 'snow', 'milk']","['tent', 'card', 'face', 'soda', 'coin', 'gold']"
188,fast,"['chin', 'meat', 'hero', 'clip', 'papa', 'back', 'skin', 'twin', 'pipe', 'chef', 'wood', 'mask', 'wire', 'yard', 'dove']","['chin', 'clip', 'hero', 'meat', 'papa', 'back', 'wolf', 'skin']"
189,fast,"['pond', 'head', 'skin', 'nerd', 'salt', 'seal', 'cave', 'hawk', 'king', 'bean', 'shop', 'ball', 'fern', 'chip', 'moon']","['pond', 'head', 'moon', 'chip', 'fern', 'seal', 'star']"
190,fast,"['coin', 'calf', 'guru', 'mask', 'papa', 'chip', 'mole', 'pear', 'carp', 'mall', 'wall', 'plum', 'skin', 'card', 'beer']","['card', 'beer', 'coin', 'mask', 'chip', 'gold', 'mall', 'wall', 'gulf']"
191,fast,"['gnat', 'dove', 'corn', 'fire', 'wood', 'loaf', 'bear', 'chef', 'king', 'gulf', 'peer', 'nerd', 'isle', 'crab', 'papa']","['gnat', 'dove', 'gold', 'coin', 'wire', 'card', 'gulf']"
192,fast,"['face', 'fire', 'swan', 'wolf', 'wave', 'duck', 'calf', 'king', 'port', 'hare', 'diva', 'path', 'isle', 'mule', 'chip']","['face', 'coin', 'wolf', 'isle', 'mule', 'card', 'king']"
193,fast,"['deer', 'rock', 'barn', 'dust', 'swan', 'wood', 'wall', 'fire', 'roll', 'brat', 'girl', 'clam', 'dune', 'neck', 'chip']","['deer', 'rock', 'barn', 'dust', 'swan', 'roll', 'clam']"
194,fast,"['chef', 'bull', 'rope', 'frog', 'city', 'neck', 'farm', 'mine', 'soil', 'film', 'path', 'tool', 'card', 'lady', 'nail']","['nail', 'chef', 'rock', 'boil', 'farm']"
195,fast,"['sock', 'wire', 'mate', 'barn', 'toad', 'note', 'gang', 'dust', 'road', 'peer', 'bull', 'town', 'shoe', 'wave', 'lamp']","['bool', 'tool', 'lamp', 'suck', 'mire', 'clam', 'road']"
196,fast,"['ring', 'path', 'beer', 'mall', 'papa', 'park', 'roof', 'belt', 'rain', 'seat', 'tool', 'soda', 'clam', 'crew', 'cart']","['soda', 'clam', 'crew', 'cart', 'ring', 'papa', 'wolf']"
197,fast,"['clip', 'pita', 'game', 'vest', 'drum', 'clan', 'seal', 'tent', 'isle', 'hero', 'guru', 'kite', 'hare', 'face', 'fire']","['face', 'fire', 'isle', 'hero', 'guru', 'tent', 'seal', 'clam']"
198,fast,"['gang', 'crew', 'sock', 'drum', 'road', 'worm', 'boss', 'dust', 'pals', 'pipe', 'yard', 'town', 'isle', 'clam', 'salt']","['isle', 'clam', 'salt', 'road', 'boss', 'town', 'dock']"
199,fast,"['pond', 'peak', 'hawk', 'dune', 'gnat', 'hero', 'boar', 'bell', 'clan', 'wire', 'clam', 'wall', 'wrap', 'swan', 'beer']","['swan', 'beer', 'pond', 'belt', 'wall', 'clam', 'dear']"
200,fast,"['wall', 'path', 'reef', 'frog', 'mule', 'chef', 'lake', 'desk', 'pita', 'wolf', 'bull', 'boar', 'town', 'coat', 'moon']","['wall', 'path', 'rita', 'desk', 'boar', 'town', 'pitaa', 'pita', 'mule']"
201,break,"['coin', 'loaf', 'drum', 'nose', 'desk', 'dune', 'papa', 'hand', 'farm', 'gulf', 'mole', 'path', 'rope', 'bear', 'cake']","['coin', 'loft', 'desk', 'dune', 'papa', 'bear', 'grow', 'pear']"
202,break,"['vest', 'mist', 'hawk', 'tool', 'beer', 'beef', 'wrap', 'clip', 'sock', 'mama', 'salt', 'dust', 'foot', 'boot', 'lock']","['vest', 'mist', 'hawk', 'tool', 'beer', 'beef', 'clap', 'wrip', 'lock']"
203,break,"['chip', 'wrap', 'isle', 'chin', 'goat', 'mole', 'maid', 'soil', 'boss', 'guru', 'cola', 'hero', 'taco', 'rope', 'shed']","['chin', 'wrap', 'isle', 'king', 'soda', 'hero']"
204,break,"['lord', 'hawk', 'coat', 'tent', 'beer', 'lips', 'neck', 'hero', 'film', 'fire', 'lark', 'fork', 'rope', 'wind', 'wife']","['lord', 'hawk', 'cold', 'hope', 'neck', 'hero', 'lips']"
205,break,"['chip', 'clam', 'crab', 'game', 'foot', 'soil', 'lord', 'book', 'coat', 'bowl', 'lion', 'mate', 'boot', 'hand', 'fork']","['chin', 'clam', 'crap', 'boot', 'foot', 'soil', 'goat', 'foot', 'hand']"
206,break,"['cart', 'folk', 'toad', 'corn', 'card', 'isle', 'milk', 'path', 'shed', 'fire', 'roll', 'tuna', 'bush', 'boss', 'wife']","['path', 'fire', 'cart', 'card', 'roll', 'wife', 'coin', 'town']"
207,break,"['film', 'beer', 'deer', 'clam', 'salt', 'coin', 'tent', 'neck', 'bush', 'bell', 'tuna', 'maid', 'mall', 'chef', 'seat']","['film', 'deer', 'beer', 'neck', 'tent', 'mall', 'chef']"
208,break,"['soup', 'carp', 'ring', 'tent', 'milk', 'card', 'cart', 'chef', 'lake', 'lion', 'back', 'belt', 'gang', 'ball', 'mama']","['soup', 'carp', 'ring', 'belt', 'chef', 'card']"
209,break,"['bell', 'dune', 'clan', 'gang', 'game', 'hawk', 'corn', 'mall', 'hair', 'lamb', 'beef', 'mask', 'cola', 'flag', 'chip']","['film', 'dune', 'gang', 'mall', 'goat', 'chip', 'flag', 'cola']"
210,break,"['loaf', 'sock', 'twin', 'carp', 'hare', 'tide', 'beef', 'diva', 'bike', 'barn', 'mama', 'hand', 'moon', 'nail', 'pond']","['beef', 'diva', 'bike', 'barn', 'mom', 'hand', 'moon', 'pond', 'nail']"
211,break,"['seat', 'wine', 'cake', 'gnat', 'fire', 'wife', 'wire', 'lady', 'fork', 'bike', 'brat', 'toad', 'face', 'path', 'skin']","['seat', 'cake', 'wine', 'gnat', 'fire', 'wife', 'wire', 'fork', 'bike']"
212,break,"['ball', 'pear', 'town', 'boss', 'pita', 'farm', 'tide', 'rice', 'worm', 'tent', 'mine', 'nerd', 'coat', 'crew', 'papa']","['ball', 'pear', 'town', 'boss', 'farm', 'tide', 'rice', 'worm', 'tent', 'nerd', 'gang', 'papa']"
213,break,"['wall', 'bell', 'pear', 'coin', 'chin', 'clip', 'clan', 'milk', 'fern', 'beer', 'soda', 'papa', 'king', 'road', 'lock']","['chin', 'clip', 'clan', 'fern', 'beer', 'soda', 'papa', 'king', 'road', 'lock']"
